Codigo,Descricao,StatusConserto
1656,SUPORTE SERRA COPO PEQUENA,Disponivel
1657,SOQUETE SEXTAVADO 34MM 3/4,Disponivel
1658,COLOCADOR DO RETENTOR DO VIRABREQUIM,Disponivel
1659,CHAVE MULTIPLICADORA DE TORQUES 170KG 2,Disponivel
1660,EXTRATOR DE TERMINAL DIRECAO VOLVO/SCANIA 723001,Disponivel
1661,ARCO SERRA MANUAL 2,Disponivel
1662,ARCO SERRA MANUAL 3,Disponivel
1663,ARCO SERRA MANUAL 4,Disponivel
1664,ARCO SERRA MANUAL 1664- NAO USAR,Disponivel
1665,SOPRADOR TERMICO VONDER I,Disponivel
1666,SOPRADOR TERMICO VONDER II,Disponivel
1667,FERRO SOLDA ESTANHO CANETA 3,Disponivel
1668,FERRO SOLDA ESTANHO CANETA,Disponivel
1669,SERRA TICO-TICO ELETRICA 2,Disponivel
1670,JG SOQUETE 10 A 32MM SEXTAVADO 1/2 2,Disponivel
1671,JG SOQUETE 10 A 32MM SEXTAVADO 1/2 3,Disponivel
1672,CHAVE OITAVADA TESTE,Disponivel
1673,POLITRIZ DEWALT,Disponivel
1674,SUPORTE CAIXA T,Disponivel
1675,VENTOSA 6- NAO USAR,Disponivel
1676,VENTOSA 7- NAO USAR,Disponivel
1677,VENTOSA 8,Disponivel
1678,VENTOSA 9,Disponivel
1679,FERRAMENTA GRIMPAGEM PARA RETENTOR ARV MAN 99374,Disponivel
1680,BARRA LARANJA ARREDONDADA,Disponivel
1681,FUNIL RETO,Disponivel
1682,FUNIL CURVADO,Disponivel
1683,KIT DE ANEIS ORING,Disponivel
1684,ESPINHA DE PEIXE AZUL,Disponivel
1685,SACADOR DE VALVULA CINEMATICO RODOAR,Disponivel
1686,LIMPA POLO BATERIA- CJ COM DUAS UNIDADES,Disponivel
1687,COMANDO CAIXA VOLVO,Disponivel
1688,ADAPTADOR 1X 3/4- NAO USAR,Disponivel
1689,JOGO EXTRATOR DE PARAFUSOS 5 PEÇAS,Disponivel
1690,MARRETA DE BORRACHA,Disponivel
1691,SOQUETE 26MM 1/2 SEXTAVADO,Disponivel
1692,MANOMETRO ENERPAC VASELINA RETO GRANDE- NAO USAR,Disponivel
1693,COLOCADOR DE BUCHA DO AMORTECEDOR I,Disponivel
1694,COLOCADOR DE BUCHA DO AMORTECEDOR II,Disponivel
1695,SUPORTE SERRA COPO GRANDE,Disponivel
1696,SUPORTE CAIXA VOLVO,Disponivel
1697,SOQUETE SEXTAVADO 24MM-3/4 IMPACTO,Disponivel
1698,SACA FILTRO OLEO ABERTURA 105MM 101026,Disponivel
1699,CHAVE COMBINADA CATRACA 24,Disponivel
1700,FLANGE DE MONTAGEM PARA ESMERILHADEIRA 4,Disponivel
1701,PORCA REDONDA PARA ESMERILHADEIRA 4,Disponivel
1702,FACA PNEUMATICA,Disponivel
1703,SARGENTO 66CM- 1,Disponivel
1704,CHAVE ALEM 12MM- NAO USAR,Disponivel
1705,SOQUETE REMOVER MANGA ACO VOLVO,Disponivel
1706,SACADOR DA POLIA,Disponivel
1707,CAPACETE BRANCO COM JUGULAR- KIT SEGURANÇA Nº1,Disponivel
1708,CAPACETE BRANCO COM JUGULAR- KIT SEGURANÇA Nº2,Disponivel
1709,CAPACETE BRANCO COM JUGULAR- KIT SEGURANÇA Nº3,Disponivel
1710,CAPACETE BRANCO COM JUGULAR- KIT SEG Nº4- N USAR,Disponivel
1711,CAPACETE BRANCO COM JUGULAR- KIT SEGURANÇA Nº5,Disponivel
1712,CAPACETE B. COM JUGULAR- KIT SEGURANÇA Nº6- EDSON,Disponivel
1713,TALABARTE DUPLO DE SEGURANÇA- KIT DE SEGURANÇA Nº1,Disponivel
1714,TALABARTE DUPLO DE SEGURANÇA- KIT DE SEGURANÇA Nº2,Disponivel
1715,TALABARTE DUPLO DE SEGURANÇA- KIT DE SEGURANÇA Nº3,Disponivel
1716,TALABARTE DUPLO DE SEGURANÇA- KIT DE SEG Nº4- N US,Disponivel
1717,TALABARTE DUPLO DE SEGURANÇA- KIT DE SEGURANÇA Nº5,Disponivel
1718,TALABARTE DUPLO DE SEG.- KIT DE SEG. Nº6- EDSON,Disponivel
1719,TALABARTE FITA DE SEGURANÇA- KIT DE SEGURANÇA Nº1,Disponivel
1720,TALABARTE FITA DE SEGURANÇA- KIT DE SEGURANÇA Nº2,Disponivel
1721,TALABARTE FITA DE SEGURANÇA- KIT DE SEGURANÇA Nº3,Disponivel
1722,TALABARTE FITA DE SEGURANÇA- KIT DE SEG Nº4- N USA,Disponivel
1723,TALABARTE FITA DE SEGURANÇA- KIT DE SEGURANÇA Nº5,Disponivel
1724,TALABARTE FITA DE SEG.- KIT DE SEG. Nº6-EDSON,Disponivel
1725,CINTURAO DE SEGURANÇA- KIT DE SEGURANÇA Nº1,Disponivel
1726,CINTURAO DE SEGURANÇA- KIT DE SEGURANÇA Nº2,Disponivel
1727,CINTURAO DE SEGURANÇA- KIT DE SEGURANÇA Nº3,Disponivel
1728,CINTURAO DE SEGURANÇA- KIT DE SEG Nº4- N USAR,Disponivel
1729,CINTURAO DE SEGURANÇA- KIT DE SEGURANÇA Nº5,Disponivel
1730,CINTURAO DE SEG.- KIT DE SEG. Nº6- EDSON,Disponivel
1731,EXTRATOR 2 PONTAS VOLVO,Disponivel
1732,SACADOR VOLVO,Disponivel
1733,ESQUADRO MÉDIO,Disponivel
1734,SOQUETE SEXTAVADO IMPACTO 24MM 3/4 LONGO,Disponivel
1735,COMPRESSOR DE ANEIS PISTÃO SCANIA,Disponivel
1736,KIT REPARO DIFERENCIAL SCANIA,Disponivel
1737,SUPORTE SERRA COPO GRANDE,Disponivel
1738,SUPORTE SERRA COPO GRANDE- NAO USAR,Disponivel
1739,NAO USAR- PE DE CABRA,Disponivel
1740,COMANDO CAIXA REMOVIVEL VOLVO 9808584,Disponivel
1741,KIT MARCAÇÃO DE CHASSI EM VIDRO,Disponivel
1742,EXTRATOR INTERNO ROLAMENTO RAVEN 711017,Disponivel
1743,CONJUNTO TESTE INTERCOOLER 109653,Disponivel
1744,CABO VCI 2,Disponivel
1745,TESOURA PINEUMATICA,Disponivel
1746,PISTOLA DE SIKA MANUAL LONGO,Disponivel
1747,CABO COMUNICAÇÃO VOCOM VOLVO 88890306,Disponivel
1748,CABO VCI3 Nº3,Disponivel
1749,VARETA PARA MEDIR EIXO,Disponivel
1750,COMPUTADOR PRETO VOLVO 2 (não usar),Disponivel
1751,ARCO SERRA MANUAL NV,Disponivel
1752,SOQUETE ESTRIADO 24MM-3/4,Disponivel
1753,SUPORTE DA CAIXA DO CAMBIO,Disponivel
1754,EXTRATOR 3 PONTAS 40-200MM SCANIA,Disponivel
1755,MANDRIL APOIO SACADOR ROLAMENTO SCANIA,Disponivel
1756,MANDRIL SACADOR ROLAMENTO SCANIA,Disponivel
1757,MANOMETRO VERTICAL GLICERINA DN63 0-16 BAR-Nº1,Disponivel
1758,MANOMETRO VERTICAL GLICERINA DN63 0-16 BAR-2,Disponivel
1759,REDUTOR3/4X1/2,Disponivel
1760,SOQUETE ESTRIADO 41MM -3/4,Disponivel
1761,SOQUETE ESTRIADO 30MM-3/4,Disponivel
1762,SOQUETE ESTRIADO 27MM-3/4,Disponivel
1763,SOQUETE ESTRIADO 27MM-3/4,Disponivel
1764,SOQUETE ESTRIADO 22MM-34,Disponivel
1765,BATEDOR/RETENTOR VOLVO,Disponivel
1766,MANDRIL SACADOR SCANIA 99303,Disponivel
1767,CHAVE OITAVADA TESTE,Disponivel
1768,ARO APOIO SCANIA 99141,Disponivel
1769,BALANCA ELETRONICA,Disponivel
1770,SUPORTE SERRA COPO PEQUENA,Disponivel
1771,SUPORTE SERRA COPO PEQUENA,Disponivel
1772,SERRA PNEUMATICA PUMA,Disponivel
1773,VIRADO DE TARRACHA GG,Disponivel
1774,MOTOLIA PARA OLEO AMARELA PEQUENA ( METAL ),Disponivel
1775,INDICADOR VISCOSIDADE DE OLEO,Disponivel
1776,REGULADOR DE FAROL,Disponivel
1777,CALIBRADOR ADAS,Disponivel
1778,"JG DE MACHO MJ1"" NF",Disponivel
1779,KIT ALARGADOR SPIN P/ CANO COBRE,Disponivel
1780,UNIDADE COMUNICACAO DIAGNOSTICO VOCON,Disponivel
1781,CABO COMUNICACAO DIAGNOSTICO VOCON USB (não usar),Disponivel
1782,CABO COMUNICACAO DIAGNOSTICO VOCON,Disponivel
1783,SACADOR REMOVEDOR MANGA AÇO VOLVO 88800387,Disponivel
1784,GRAMPO SARGENTO TIPO C- UN 1,Disponivel
1785,GRAMPO SARGENTO TIPO C- UN 2,Disponivel
1786,GRAMPO SARGENTO TIPO C- UN 3,Disponivel
1787,GRAMPO SARGENTO TIPO C- UN 4,Disponivel
1788,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 1,Disponivel
1789,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 2,Disponivel
1790,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 3,Disponivel
1791,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 4,Disponivel
1792,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 5,Disponivel
1793,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 6,Disponivel
1794,FRESA MERCEDES-BENZ,Disponivel
1795,EXTRATOR DE TERMINAIS,Disponivel
1796,FRESA MERCEDES-BENZ,Disponivel
1797,SENSOR TEMPERATURA MULTIMETRO,Disponivel
1798,TRANSFERIDOR DE ANGULOS,Disponivel
1799,TORQUIMETRO AXIAL QUICKSET SISTEMA ESCAPE ESCALA S,Disponivel
1800,POLITRIZ DEWALT- 3,Disponivel
1801,ESMERILHADEIRA DEWALT 900W,Disponivel
1802,FLANGE DE MONTAGEM PARA ESMERILHADEIRA - 5,Disponivel
1803,PORCA REDONDA PARA ESMERILHADEIRA - 5,Disponivel
1804,CINTA CINZA,Disponivel
1805,NAO USAR- FACA PNEUMATICA 3,Disponivel
1806,NAO USAR- MANDRIL EMBUCHAMENTO (FRESA) MERCEDEZ,Disponivel
1807,PLACA FIXADOR DIFERENCIAL SCANIA,Disponivel
1808,"BATERIA PARA PARAFUSADEIRA BOSCH 14,4V 1,5 Ah",Disponivel
1809,"BATERIA PARA PARAFUSADEIRA BOSCH 14,4V 1,5 Ah",Disponivel
1810,"BATERIA PARA PARAFUSADEIRA BOSCH 14,4V 1,5 Ah",Disponivel
1811,"BATERIA PARA PARAFUSADEIRA BOSCH 14,4V 1,5 Ah",Disponivel
1812,"BATERIA PARA PARAFUSADEIRA BOSCH 14,4V 1,5 Ah",Disponivel
1813,PISTOLA DE SIKA MANUAL LONGO EM CTB,Disponivel
1814,NIVEL LASER COMBINADO LINHA VERDE,Disponivel
1815,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 1,Disponivel
1816,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 1 (QUEBRADA),Disponivel
1817,GRAMPO SARGENTO CATRACA APERTO RAP 6 POL- 1,Disponivel
1818,TORQUIMETRO ESTALO 10 - 50 NM ENCAIXE 3/8 I,Disponivel
1819,ESMERILHADEIRA ELETRICA DEWALT,Disponivel
1820,ESMERILHADEIRA ELETRICA DEWALT,Disponivel
1821,FLANGE DE MONTAGEM PARA ESMERILHADEIRA,Disponivel
1822,PORCA REDONDA PARA ESMERILHADEIRA,Disponivel
1823,POLITRIZ DEWALT,Disponivel
1824,POLITRIZ DEWALT,Disponivel
1825,LUMINARIA PORTATIL RECARREGAVEL SOLVER IIl,Disponivel
1826,LUMINÁRIA PORTÁTIL RECARREGAVEL SOLVER,Disponivel
1827,ALICATE DE PRESSAO COM CORRENTE,Disponivel
1828,ALICATE DE PRESSAO COM CORRENTE,Disponivel
1830,COLOCADOR DE PISTÃO,Disponivel
1838,SOQUETE 3/8-18MM P/ TORQUIMETRO PARABRISA,Disponivel
1832,GANCHO PARA COLOCAR PARA BRISA,Disponivel
1834,CINTA LARANJADA,Disponivel
1835,CINTA LARANJADA,Disponivel
1845,VCI,Disponivel
1845,VCI,Disponivel
1846,MANGUEIRA RETORNO,Disponivel
1850,CACHIMBO CURTO 19MM 3/4,Disponivel
1852,GANCHO PARA COLOCAR PARA BRISA,Disponivel
1854,MANDRIL PRESSÃO SCANIA,Disponivel
1855,MANGUEIRA DE AR,Disponivel
1856,MANGUEIRA DE AR,Disponivel
1860,MEDIDOR LONA DE FREIO,Disponivel
1865,SUPORTE DA NCAIXA SCANIA,Disponivel
1875,INTER FACE VOLVO,Disponivel
1879,CAXIMBO 19 REFORÇADO,Disponivel
1880,PISTOLA PNEUMATICA DE SIKA,Disponivel
1885,MANGUEIRA D'AGUA,Disponivel
1896,JOGO DE SOQUETES 33 PEÇAS GEDORE,Disponivel
1900,CONEXAO DO MANOMETRO,Disponivel
1950,PISTOLA DE SIKA PNEUMÁTICA,Disponivel
1970,PISTOLA DE SIKA,Disponivel
1972,ALICATE MANCAL EMBREAGEM SCANIA,Disponivel
1973,PC SCANIA E VOLVO,Disponivel
1973,PC SCÃNIA/VOLVO,Disponivel
1974,ALICATE MANCAL EMBREAGEM SCANIA,Disponivel
1984,ENGATE DRENO ARREFECIMENTO VOLVO 9996049,Disponivel
1986,COLOCADOR DE BUCHA DE HASTE DE REACAO SCÂNIA,Disponivel
1990,PEGADOR TELESCOPICO COM IMA,Disponivel
1991,EXTENSAO 3/4 COMPRIMENTO 4 POL (100 MM) 01,Disponivel
2000,COLOCADOR DE CAMISA SCANIA I,Disponivel
2001,COLOCADOR DE CAMISA SCANIA II,Disponivel
2005,MALETA MANIFOLD VMG-2R410A-B COM 3 MANGUEIRAS,Disponivel
2020,ESMIRILHADEIRA ANGULAR /ENVIADO PARA G3,Disponivel
2021,SOQUETE 27 MM LONGO,Disponivel
2022,PC VOLVO PRETO EM JOENVILLE,Disponivel
2023,DESPOSITIVO DE GIRAR MOTOR VOLVO,Disponivel
2024,FERRAMENTA DE GIRAR MOTOR SCANIA,Disponivel
2025,SOQUETE 33 3/4,Disponivel
2026,BASE REGULAGEM DE CABEÇOTE,Disponivel
2030,PISTOLA DE IMPACTO PNEUMÁTICO 3/4,Disponivel
2040,ALICATE DE GRIPAR TERMINAIS SCANIA,Disponivel
2041,EXTRATOR DE TERMINAIS,Disponivel
2042,FRESA SCANIA,Disponivel
2043,EIXO PRIMARIO SCANIA,Disponivel
2044,TALABARTE DUPLO DE SEGURANÇA,Disponivel
2045,FERRAMENTA LEVANTAR CAMISA,Disponivel
2050,TORQUIMETRO DE APERTAR RODA 200/100 3/4,Disponivel
2051,CACHIMBO GEDORE 33,Disponivel
2052,ADAPTADOR 3/4 X1,Disponivel
2053,TROCADOR DE BUCHA,Disponivel
2055,TORQUIMETRO ESTALO 10 - 50 NM ENCAIXE 3/8 II,Disponivel
2056,SOQUETE SEXTAVADO 36 MM,Disponivel
2060,SANGRADOR DE EMBREAGEM,Disponivel
2070,MB DIAG III MERCEDES-BENZ,Disponivel
2071,SUPER MB PRO M6+ (MB DIAGNOSIS VCI),Disponivel
2072,COMPUTADOR MERCEDES-BENZ (XENTRY DIAGNOSIS),Disponivel
2073,KIT CABOS FERRAMENTA DE DIAGNOSTICO MB PRO M6+ (4 ITENS),Disponivel
2080,RETIFICA ELETRICA RETA 220 V BOSCH,Disponivel
2081,SOQUETE 24 MM SEXTAVADO,Disponivel
2082,SOQUETE 19 MM REFORÇADO,Disponivel
2084,ESMERILHADEIRA ELETRICA DEWALT 900W,Disponivel
2085,ESMERILHADEIRA ELETRICA DEWALT 900W,Disponivel
2090,CACHIMBO 30 MM REFORCADO,Disponivel
2091,SOQUETE SATA 32 MM,Disponivel
2096,ADAPTADOR 3/4 para 1/2,Disponivel
2097,SOQUETE ALLEN 12 MM,Disponivel
2098,TORQUIMETRO GEDORE PAT 10-100NM,Disponivel
2099,SOQUETE ALLEN 12 MM II,Disponivel
3000,PEGADOR TELESCOPICO COM IMA,Disponivel
2424,ARCO DE SERRA MANUAL,Disponivel
2086,TORQUIMETRO,Disponivel
1998,MULTI CORTADORA 300 W BOSCH STALOCK 30-28,Disponivel
1995,MANDRIL VOLVO,Disponivel
1997,TORQUIMETRO ESTALO PEQUENO ENCAIXE 1/2 20 - 100 NM,Disponivel
1992,SOQUETE 13 MM DO TOQUIMETRO 2055,Disponivel
1996,SOQUETE 15 MM DO TOQUIMETRO 2055,Disponivel
2063,SOQUETE 41 MM EXTRIADO,Disponivel
1352,CHAVE COMBINADA GEDORE 27 M,Disponivel
1999,SOQUETE SEXTAVADO 15 M,Disponivel
2049,TORQUIMETRO RODAS (BORRACHARIA),Disponivel
1124,LIXADEIRA ELÉTRICA TREME-TREME 3,Disponivel
2089,TORQUIMETRO 80-400,Disponivel
2062,SOQUETE ESTRIADO 27 MM,Disponivel
2032,SOQUETE ESTRIADO 15/16 REFERENCIA 23.80 MM,Disponivel
2201,MULTIPLICADORA DE FORÇA,Disponivel
1245,SACADOR PINO EMBUCHAMENTO,Disponivel
1452,BATEDOR DE RETENTOR,Disponivel
1843,CHAVE ALEM 14 MM (GEDORE),Disponivel
1242,SACADOR PNEUMATICO CX CAMBIO SCANIA,Disponivel
2015,SACADOR DE ANEIS /KUKKO PATENTEADOR,Disponivel
1895,AJUSTADOR DA UNIDADE INJETORA MANUAL,Disponivel
2035,ESMERILHADEIRA ANGULAR SEM FIO BOSCH,Disponivel
2054,CATRACA DE CINTO,Disponivel
2061,CATRACA DE CINTO,Disponivel
2058,CATRACA DE CINTO,Disponivel
2012,FRESA SCANIA,Disponivel
2038,MANDRIL ROLAMENTO VOLVO,Disponivel
2074,CARREGADOR PC MBB,Disponivel
1833,BOMBA VACUO DUPLO ESTAGIO (REFRIGERAÇÃO MARCOS),Disponivel
1841,VOLTIMETRO AMPERIMETRO PD USB TIPO C/ USB A,Disponivel
1842,VOLTIMETRO AMPERIMETRO PD USB TIPO C/ USB A,Disponivel
1474,EXTENÇÃO 3/4 Nº08,Disponivel
1982,ENGATE DRENO ARREFECIMENTO SCANIA 99301,Disponivel
1994,MEDIDOR UNIVERSAL TENSOR CORREA ,Disponivel
1993,MEDIDOR UNIVERSAL TENSOR CORREA ,Disponivel
